"rank","title","price","rating","link","SKU","image_link"
"#24","Beurer PO40 Blood Oxygen And Heart Rate Monitor","SAR 135.90","4.6","https://www.amazon.sa//-/en/Beurer-Blood-Oxygen-Heart-Monitor/dp/B013JRKRSU/ref=zg_bs_g_sports-goods_d_sccl_24/257-7942163-7220360?psc=1","B013JRKRSU","https://images-eu.ssl-images-amazon.com/images/I/61JCSdFdC5L._AC_UL600_SR600,400_.jpg"
"#25","ALCOACH Adjustable Dumbbells Set for Men and Women 6 in 1 10 Kg Multifunctional Free Weights Set Kettlebell Barbell Push Up Workout Home Gym Workout Training","SAR 43.00","3.4","https://www.amazon.sa//-/en/ALCOACH-Adjustable-Dumbbells-Multifunctional-Kettlebell/dp/B0BB2C7V89/ref=zg_bs_g_sports-goods_d_sccl_25/257-7942163-7220360?psc=1","B0BB2C7V89","https://images-eu.ssl-images-amazon.com/images/I/61miEJzHgTL._AC_UL600_SR600,400_.jpg"
"#26","DUNLOP Fort All Court Tennis Balls,Yellow Set of 3 Piece, 601315","SAR 24.29","4.5","https://www.amazon.sa//-/en/DUNLOP-Court-Tennis-Yellow-601315/dp/B07MVNB923/ref=zg_bs_g_sports-goods_d_sccl_26/257-7942163-7220360?psc=1","B07MVNB923","https://images-eu.ssl-images-amazon.com/images/I/81YuSF5QbdL._AC_UL600_SR600,400_.jpg"
"#27","PROIRON Boxing Gloves MMA Punch Bag Training Mitts for Muay Thai, Sparring, Kickboxing, Fighting, Martial Arts, Workout Gloves 8oz, 10oz, 12oz, 14oz with Free Deodoriser","SAR 79.98","4.4","https://www.amazon.sa//-/en/PROIRON-Training-Sparring-Kickboxing-Deodoriser/dp/B08M27K5SG/ref=zg_bs_g_sports-goods_d_sccl_27/257-7942163-7220360?psc=1","B08M27K5SG","https://images-eu.ssl-images-amazon.com/images/I/816sNiQA9sL._AC_UL600_SR600,400_.jpg"
"#28","Owala FreeSip Insulated Stainless Steel Water Bottle with Straw for Sports and Travel, BPA-Free, 32oz, Dreamy Field","SAR 158.08","4.6","https://www.amazon.sa//-/en/Owala-FreeSip-Insulated-Stainless-BPA-Free/dp/B0C59BVJ3N/ref=zg_bs_g_sports-goods_d_sccl_28/257-7942163-7220360?psc=1","B0C59BVJ3N","https://images-eu.ssl-images-amazon.com/images/I/51C2DONw-TL._AC_UL600_SR600,400_.jpg"
"#29","Bestway Flocked Air Bed Double 191X137X22Cm","SAR 63.89","3.8","https://www.amazon.sa//-/en/Bestway-Flocked-Air-Double-191X137X22Cm/dp/B07TQS4VFM/ref=zg_bs_g_sports-goods_d_sccl_29/257-7942163-7220360?psc=1","B07TQS4VFM","https://images-eu.ssl-images-amazon.com/images/I/51zOB3wtVZL._AC_UL600_SR600,400_.jpg"
"#30","PROIRON Rubber Dumbbells Odorless, Steel Weights Set Men Women Home Gym 3kg 5kg 8kg 10kg 12kg 16kg 20kg 24kg Fitness Training Exercise Body Strength Lifting Equipment (Pair or Single)","SAR 215.98","4.6","https://www.amazon.sa//-/en/PROIRON-Dumbbells-Odorless-Training-Equipment/dp/B07V3KMZLK/ref=zg_bs_g_sports-goods_d_sccl_30/257-7942163-7220360?psc=1","B07V3KMZLK","https://images-eu.ssl-images-amazon.com/images/I/814aslwd1xL._AC_UL600_SR600,400_.jpg"
"#31","ALCOACH Adjustable Dumbbells Set for Man and Women, 6 in 1 20KG Multifunctional Free Weights Dumbbells Set, Kettlebell, Barbell, Push-up lifting Training Home Gym Workout Exercise","SAR 129.00","3.9","https://www.amazon.sa//-/en/ALCOACH-Adjustable-Dumbbells-Multifunctional-Kettlebell/dp/B09CDGFRQ6/ref=zg_bs_g_sports-goods_d_sccl_31/257-7942163-7220360?psc=1","B09CDGFRQ6","https://images-eu.ssl-images-amazon.com/images/I/61Ds+nq5dNL._AC_UL300_SR300,200_.jpg"
"#32","PROIRON Resistance Bands for Legs and Butt, Fashion Non Slip Booty Bands Wide Nylon Fabric Resistance Bands Set with Training Manual for Women Squat Glute Hip Training(Single or Set)","SAR 39.98","4.6","https://www.amazon.sa//-/en/PROIRON-Resistance-Fashion-Training-Multicolor/dp/B07WW4DJ4Z/ref=zg_bs_g_sports-goods_d_sccl_32/257-7942163-7220360?psc=1","B07WW4DJ4Z","https://images-eu.ssl-images-amazon.com/images/I/91oTu1ioaLL._AC_UL300_SR300,200_.jpg"
"#33","PROIRON Ankle Weights, Wrist Weights 1 Pair 0.5 1 1.5 2KG Reflective Leg Arm Weights for Women Men Kids With Adjustable Straps Weighted Ankle Weights Set for Gym,Fitness, Workout,Walking, Jogging","SAR 55.98","4.6","https://www.amazon.sa//-/en/PROIRON-Weights-Reflective-Exercise-Aerobics/dp/B07W6VHGWV/ref=zg_bs_g_sports-goods_d_sccl_33/257-7942163-7220360?psc=1","B07W6VHGWV","https://images-eu.ssl-images-amazon.com/images/I/919FA01vINL._AC_UL300_SR300,200_.jpg"
"#34","Auto Rebound Ab Wheel, Automatic Rebound Abdominal Roller Wheel with Elbow Support, Abdominal Wheel and Elbow Wheel with Knee Pad, Phone Holder, Timing Screen - FW-76586","SAR 46.61","4.1","https://www.amazon.sa//-/en/Rebound-Automatic-Abdominal-Roller-Support/dp/B0CLB7TQLV/ref=zg_bs_g_sports-goods_d_sccl_34/257-7942163-7220360?psc=1","B0CLB7TQLV","https://images-eu.ssl-images-amazon.com/images/I/612KoXv1s1L._AC_UL300_SR300,200_.jpg"
"#35","Adjustable Doorway Pull Up Bar Fitness Door Way Chin Up Horizontal Home Gym Exercise Fitness Workout Equipment 220LB Bearing Saudilove","SAR 34.60","3.8","https://www.amazon.sa//-/en/Adjustable-Horizontal-Exercise-Equipment-Saudilove/dp/B08ZYCQPHD/ref=zg_bs_g_sports-goods_d_sccl_35/257-7942163-7220360?psc=1","B08ZYCQPHD","https://images-eu.ssl-images-amazon.com/images/I/61V1-RgqwvL._AC_UL300_SR300,200_.jpg"
"#36","Hand Grip Strengthener - Adjustable Finger Exerciser and Finger Stretcher - Grip Strength Trainer for Hand Therapy, Rock Climbing - Relieve Pain for Arthritis, Carpal Tunnel","SAR 11.39","3.0","https://www.amazon.sa//-/en/Hand-Grip-Strengthener-Adjustable-Exerciser/dp/B09MNPL377/ref=zg_bs_g_sports-goods_d_sccl_36/257-7942163-7220360?psc=1","B09MNPL377","https://images-eu.ssl-images-amazon.com/images/I/71Ka+hitMML._AC_UL300_SR300,200_.jpg"
"#37","RovyFota 3-in-1 Kick Scooter, Upgraded Adjustable Height Handlebars and Removable Seat, 3 LED Music Lighted Wheels and Anti-Slip Deck, for Boys & Girls Aged 3-12 and up to 80 Lbs.","SAR 159.19","4.2","https://www.amazon.sa//-/en/RovyFota-Adjustable-Handlebars-Removable-Anti-Slip/dp/B0C2PL8Z1P/ref=zg_bs_g_sports-goods_d_sccl_37/257-7942163-7220360?psc=1","B0C2PL8Z1P","https://images-eu.ssl-images-amazon.com/images/I/61VUjm4WVUL._AC_UL300_SR300,200_.jpg"
"#38","SKY-TOUCH Pull up Assist Bands Stretch Bands, Mobility Bands, Powerlifting Bands For Resistance Training, Physical Therapy And Home Workout","SAR 36.90","4.3","https://www.amazon.sa//-/en/SKY-TOUCH-Exercise-Resistance-Mobility-Powerlifting/dp/B0BRF4CNPC/ref=zg_bs_g_sports-goods_d_sccl_38/257-7942163-7220360?psc=1","B0BRF4CNPC","https://images-eu.ssl-images-amazon.com/images/I/61jcIUEnPQL._AC_UL300_SR300,200_.jpg"
"#39","SPARNOD FITNESS STH-2150 / STH-2160 4-HP Peak Treadmill for Home Use, Space Saving 90° Foldable | 4-HP Peak, 100-kg Max User Weight, 1-14 km/hr Speed","SAR 1,145.00","4.4","https://www.amazon.sa//-/en/SPARNOD-FITNESS-STH-2150-Treadmill-Foldable/dp/B09W5RSGCY/ref=zg_bs_g_sports-goods_d_sccl_39/257-7942163-7220360?psc=1","B09W5RSGCY","https://images-eu.ssl-images-amazon.com/images/I/51BR164P+HL._AC_UL300_SR300,200_.jpg"
"#40","Portable Outdoor Camping Gas Stove, Automatic Ignition, Lightweight and Safe High Quality Propane Butane Stove Stove Burner Set with Plastic Box(Black)","SAR 43.00","5.0","https://www.amazon.sa//-/en/Portable-Outdoor-Automatic-Ignition-Lightweight/dp/B0CMDDR5VP/ref=zg_bs_g_sports-goods_d_sccl_40/257-7942163-7220360?psc=1","B0CMDDR5VP","https://images-eu.ssl-images-amazon.com/images/I/61X5wF9FzBL._AC_UL300_SR300,200_.jpg"
