"rank","title","price","rating","link","SKU","image_link"
"#11","Coach CADIE Women's Watch, Analog","SAR 648.80","4.4","https://www.amazon.sa//-/en/Coach-Womens-Silver-White-Stainless/dp/B0CC5QK7LR/ref=zg_bs_g_fashion_d_sccl_11/257-3551394-3339939?psc=1","B0CC5QK7LR","https://images-eu.ssl-images-amazon.com/images/I/61-TULEkNcL._AC_UL600_SR600,400_.jpg"
"#12","adidas Adilette Aqua Slide Beach and Pool UNA unisex-adult SLIPPER","SAR 56.00","3.8","https://www.amazon.sa//-/en/adidas-Adilette-Sandal-Unisex-Cblack/dp/B07FJ78GBC/ref=zg_bs_g_fashion_d_sccl_12/257-3551394-3339939?psc=1","B07FJ78GBC","https://images-eu.ssl-images-amazon.com/images/I/61-+6CX2a8L._AC_UL600_SR600,400_.jpg"
"#13","Adidas Kids Tensaur Sport 2.0 CF K","Price N/A","4.6","https://www.amazon.sa//-/en/adidas-Unisex-Tensaur-Sport-Training/dp/B0B31TNQRZ/ref=zg_bs_g_fashion_d_sccl_13/257-3551394-3339939?psc=1","B0B31TNQRZ","https://images-eu.ssl-images-amazon.com/images/I/61VaDoi-u0L._AC_UL600_SR600,400_.jpg"
"#14","Calvin Klein Mens Medium Rise Trunk Boxer Shorts(Pack of 3) (pack of 3)","SAR 300.00","4.4","https://www.amazon.sa//-/en/Calvin-Klein-Medium-Trunk-Shorts/dp/B001BEAWXY/ref=zg_bs_g_fashion_d_sccl_14/257-3551394-3339939?psc=1","B001BEAWXY","https://images-eu.ssl-images-amazon.com/images/I/71DJ0wR-Q4L._AC_UL600_SR600,400_.jpg"
"#15","Ted Baker womens Nikicon Ted Baker bags and accessorizes","SAR 134.17","4.5","https://www.amazon.sa//-/en/Ted-Baker-Womens-Nikicon-Black/dp/B0946W4VJ9/ref=zg_bs_g_fashion_d_sccl_15/257-3551394-3339939?psc=1","B0946W4VJ9","https://images-eu.ssl-images-amazon.com/images/I/71dv1iIYXJL._AC_UL600_SR600,400_.jpg"
"#16","Men's Travel Toiletry Organizer Bag Water-resistant Shaving Dopp Kit Bathroom Bag (Black Water-resistant)","SAR 17.84","4.0","https://www.amazon.sa//-/en/Toiletry-Organizer-Water-resistant-Shaving-Bathroom/dp/B07L4D32B8/ref=zg_bs_g_fashion_d_sccl_16/257-3551394-3339939?psc=1","B07L4D32B8","https://images-eu.ssl-images-amazon.com/images/I/71ovXzpKKNL._AC_UL600_SR600,400_.jpg"
"#17","Jack & Jones mens Jjeoxford Shirt L/S Noos Shirt","SAR 46.17","4.0","https://www.amazon.sa//-/en/Jack-Jones-Oxford-Shirt-White/dp/B08KXZ49CD/ref=zg_bs_g_fashion_d_sccl_17/257-3551394-3339939?psc=1","B08KXZ49CD","https://images-eu.ssl-images-amazon.com/images/I/61Mtm-f+SQL._AC_UL600_SR600,400_.jpg"
"#18","Michael Kors Mercer Extra-Small Pebbled Leather Crossbody Bag","SAR 293.32","4.2","https://www.amazon.sa//-/en/Michael-Kors-Extra-Small-Pebbled-Crossbody/dp/B09MG4BL6S/ref=zg_bs_g_fashion_d_sccl_18/257-3551394-3339939?psc=1","B09MG4BL6S","https://images-eu.ssl-images-amazon.com/images/I/71c6yoUuxdL._AC_UL600_SR600,400_.jpg"
"#19","Amazon Basics Hardside Carry On Spinner Luggage- 20 inch (50cm), Material: ABS, Black","SAR 149.00","4.5","https://www.amazon.sa//-/en/Amazon-Basics-Hardside-Luggage-Material/dp/B071VG5N9D/ref=zg_bs_g_fashion_d_sccl_19/257-3551394-3339939?psc=1","B071VG5N9D","https://images-eu.ssl-images-amazon.com/images/I/71s7HbyqzEL._AC_UL600_SR600,400_.jpg"
"#20","Esteem Apparel Original Men's Chest Compression Shirt to Hide Gynecomastia Moobs Shapewear","SAR 40.79","4.3","https://www.amazon.sa//-/en/X-Large-White-Compression-Gynecomastia-Undershirt/dp/B01IPSA8ZU/ref=zg_bs_g_fashion_d_sccl_20/257-3551394-3339939?psc=1","B01IPSA8ZU","https://images-eu.ssl-images-amazon.com/images/I/71x4LfAXxbL._AC_UL600_SR600,400_.jpg"
"#21","PUMA Purecat unisex-adult SANDAL","SAR 40.00","3.8","https://www.amazon.sa//-/en/PUMA-Unisex-adult-Purecat-Sandal/dp/B011V51NFI/ref=zg_bs_g_fashion_d_sccl_21/257-3551394-3339939?psc=1","B011V51NFI","https://images-eu.ssl-images-amazon.com/images/I/41yjsNb0X4L._AC_UL600_SR600,400_.jpg"
"#22","GUESS Womens NOELLE Shoulder Handbag","SAR 299.25","4.8","https://www.amazon.sa//-/en/GUESS-Women-Noelle-Shoulder-Multicolor/dp/B0BP2S5JVK/ref=zg_bs_g_fashion_d_sccl_22/257-3551394-3339939?psc=1","B0BP2S5JVK","https://images-eu.ssl-images-amazon.com/images/I/51IwBhGaQhL._AC_UL600_SR600,400_.jpg"
"#23","Medical Thicken Height Insoles with Cushioning for Sports Shoes (41-45), One Size","SAR 13.90","3.9","https://www.amazon.sa//-/en/Medical-Thicken-Height-Insoles-Cushioning/dp/B07MJNYK6N/ref=zg_bs_g_fashion_d_sccl_23/257-3551394-3339939?psc=1","B07MJNYK6N","https://images-eu.ssl-images-amazon.com/images/I/61ecvHUs4JL._AC_UL600_SR600,400_.jpg"
"#24","Ted Baker womens Nicon Vinyl Bow Shopper","SAR 168.80","4.5","https://www.amazon.sa//-/en/Ted-Baker-Womens-Nicon-Tote/dp/B0946YH6S1/ref=zg_bs_g_fashion_d_sccl_24/257-3551394-3339939?psc=1","B0946YH6S1","https://images-eu.ssl-images-amazon.com/images/I/51R7bo1Mu3L._AC_UL600_SR600,400_.jpg"
"#25","Amazon Brand - Symbol Men's Printed Regular fit T-Shirt","SAR 9.00","4.0","https://www.amazon.sa//-/en/Amazon-Brand-Printed-Regular-Aw20Symtee011-Black-L/dp/B08LV52TGB/ref=zg_bs_g_fashion_d_sccl_25/257-3551394-3339939?psc=1","B08LV52TGB","https://images-eu.ssl-images-amazon.com/images/I/71ZYReO8NqL._AC_UL600_SR600,400_.jpg"
"#26","Skechers GO WALK 6 - Traverse mens Shoes","SAR 188.00","4.2","https://www.amazon.sa//-/en/Skechers-WALK-Mens-Shoes-BLACK/dp/B09QCJG33M/ref=zg_bs_g_fashion_d_sccl_26/257-3551394-3339939?psc=1","B09QCJG33M","https://images-eu.ssl-images-amazon.com/images/I/61UYjkYuL6L._AC_UL600_SR600,400_.jpg"
"#27","Calvin Klein mens 3P Boxer Brief Boxer Short","SAR 257.00","4.4","https://www.amazon.sa//-/en/Calvin-Klein-Rise-Trunks-Color/dp/B077B7RV81/ref=zg_bs_g_fashion_d_sccl_27/257-3551394-3339939?psc=1","B077B7RV81","https://images-eu.ssl-images-amazon.com/images/I/71T18SkNlKL._AC_UL600_SR600,400_.jpg"
"#28","Calvin Klein Lisa womens Loafer Flat","SAR 187.75","4.3","https://www.amazon.sa//-/en/Calvin-Klein-Womens-Loafer-Black/dp/B097T2VZ8W/ref=zg_bs_g_fashion_d_sccl_28/257-3551394-3339939?psc=1","B097T2VZ8W","https://images-eu.ssl-images-amazon.com/images/I/71z1xxwA3VL._AC_UL600_SR600,400_.jpg"
"#29","Jack & Jones Mens (Pack Of 10) Socks","SAR 49.00","4.2","https://www.amazon.sa//-/en/Jack-Jones-Mens-Pack-Color/dp/B079KCTDR8/ref=zg_bs_g_fashion_d_sccl_29/257-3551394-3339939?psc=1","B079KCTDR8","https://images-eu.ssl-images-amazon.com/images/I/61yo+KNAP+L._AC_UL600_SR600,400_.jpg"
"#30","GUESS Womens NOELLE Shoulder Bag","SAR 307.56","4.4","https://www.amazon.sa//-/en/GUESS-Women-Noelle-Shoulder-Multicolor/dp/B0BRWFYZ4J/ref=zg_bs_g_fashion_d_sccl_30/257-3551394-3339939?psc=1","B0BRWFYZ4J","https://images-eu.ssl-images-amazon.com/images/I/718lu74dz3L._AC_UL600_SR600,400_.jpg"
"#31","Natural Feelings Mens Boxer Shorts Soft Cotton Men Pack Breathable Mens Underwear Boxer Briefs","SAR 75.99","4.2","https://www.amazon.sa//-/en/Natural-Feelings-Shorts-Breathable-Underwear/dp/B07XYMCBBV/ref=zg_bs_g_fashion_d_sccl_31/257-3551394-3339939?psc=1","B07XYMCBBV","https://images-eu.ssl-images-amazon.com/images/I/51TDhSDTgxL._AC_UL300_SR300,200_.jpg"
"#32","GUESS GWLOVEN womens Sneaker","SAR 159.00","4.2","https://www.amazon.sa//-/en/GUESS-Womens-Loven-Sneaker-White/dp/B08DXT8LPX/ref=zg_bs_g_fashion_d_sccl_32/257-3551394-3339939?psc=1","B08DXT8LPX","https://images-eu.ssl-images-amazon.com/images/I/518G3jarbOL._AC_UL300_SR300,200_.jpg"
"#33","D.D.Star Big Size Bathroom Slippers For Men and Women Non-Slip Quick Drying Shower Shoes Comfortable And Soft Sole Slide On Sandal","SAR 28.66","4.2","https://www.amazon.sa//-/en/D-D-Star-Bathroom-Slippers-Non-Slip-Comfortable/dp/B09RC3HZ71/ref=zg_bs_g_fashion_d_sccl_33/257-3551394-3339939?psc=1","B09RC3HZ71","https://images-eu.ssl-images-amazon.com/images/I/71jBo3ER9oL._AC_UL300_SR300,200_.jpg"
"#34","adidas Runfalcon 3.0 mens Sneaker","SAR 145.00","4.2","https://www.amazon.sa//-/en/adidas-Runfalcon-Running-Cblack-Carbon/dp/B0BN6FM29P/ref=zg_bs_g_fashion_d_sccl_34/257-3551394-3339939?psc=1","B0BN6FM29P","https://images-eu.ssl-images-amazon.com/images/I/61GMh5TLPKL._AC_UL300_SR300,200_.jpg"
