"rank","title","price","rating","link","SKU","image_link"
"#61","Apple iPhone 15 Pro (256 GB) - Natural Titanium","SAR 4,699.00","4.6","https://www.amazon.sa//Apple-iPhone-15-Pro-256/dp/B0CHXKCH75/ref=zg_bs_g_electronics_d_sccl_11/262-0166267-2854325?psc=1","B0CHXKCH75","https://images-eu.ssl-images-amazon.com/images/I/71+c7TTkcCL._AC_UL600_SR600,400_.jpg"
"#62","New Apple AirTag","SAR 124.00","4.6","https://www.amazon.sa//-/en/Apple-MX532ZE-A-New-AirTag/dp/B093Q75MN3/ref=zg_bs_g_electronics_d_sccl_12/262-0166267-2854325?psc=1","B093Q75MN3","https://images-eu.ssl-images-amazon.com/images/I/713xuNx00oS._AC_UL600_SR600,400_.jpg"
"#63","Samsung Galaxy Buds 2 Pro - Wireless Earphones Graphite","SAR 389.99","4.5","https://www.amazon.sa//-/en/Samsung-Galaxy-Buds-Pro-Earphones/dp/B0B8J28VMV/ref=zg_bs_g_electronics_d_sccl_13/262-0166267-2854325?psc=1","B0B8J28VMV","https://images-eu.ssl-images-amazon.com/images/I/61L5lOMFahL._AC_UL600_SR600,400_.jpg"
"#64","UGREEN 52.5W Fast Car Charger Dual USB Ports Fast Car Power Adapter PD30W iPhone 15 Car Charger Fast Charging Samsung S24 Series 25W Car USB Plug for Samsung, iPhone, iPad Pro/Air, Huawei, Xiaomi, etc","SAR 59.00","4.5","https://www.amazon.sa//-/en/UGREEN-Charger-Adapter-Charging-Samsung/dp/B082WZ139M/ref=zg_bs_g_electronics_d_sccl_14/262-0166267-2854325?psc=1","B082WZ139M","https://images-eu.ssl-images-amazon.com/images/I/61Vgr9sgHLL._AC_UL600_SR600,400_.jpg"
"#65","Wireless Headphones, Anker Soundcore Life 2 Neo Bluetooth Headphones, Over Ear Wireless Bluetooth Headphones, 60H Playtime, Fast Charging, High Bass, AUX Input, Foldable and Comfortable For Travel","SAR 93.00","4.4","https://www.amazon.sa//-/en/Wireless-Headphones-Soundcore-Bluetooth-Comfortable/dp/B086QNTKX9/ref=zg_bs_g_electronics_d_sccl_15/262-0166267-2854325?psc=1","B086QNTKX9","https://images-eu.ssl-images-amazon.com/images/I/61pTi06usvL._AC_UL600_SR600,400_.jpg"
"#66","Hyper X Quadcast USB Condenser Gaming Microphone, Black","SAR 370.65","4.4","https://www.amazon.sa//-/en/Hyper-Quadcast-Condenser-Gaming-Microphone/dp/B07NZZZ746/ref=zg_bs_g_electronics_d_sccl_16/262-0166267-2854325?psc=1","B07NZZZ746","https://images-eu.ssl-images-amazon.com/images/I/71fvNPxUldL._AC_UL600_SR600,400_.jpg"
"#67","Tapo C200 Pan/Tilt 1080p Full HD Home Security Wi-Fi Camera","SAR 89.00","4.6","https://www.amazon.sa//-/en/Tapo-C200-1080p-Security-Camera/dp/B0829KDY9X/ref=zg_bs_g_electronics_d_sccl_17/262-0166267-2854325?psc=1","B0829KDY9X","https://images-eu.ssl-images-amazon.com/images/I/61VhJEchChL._AC_UL600_SR600,400_.jpg"
"#68","ANYOUI Wireless Bluetooth Mouse, LED Slim Dual Mode (Bluetooth 5.1 + USB) 2.4GHz Rechargeable Silent Bluetooth Wireless Mouse, Computer Mice with USB Receiver(Black)","SAR 23.00","4.2","https://www.amazon.sa//-/en/ANYOUI-Wireless-Bluetooth-Rechargeable-Computer/dp/B0BKKSC6S4/ref=zg_bs_g_electronics_d_sccl_18/262-0166267-2854325?psc=1","B0BKKSC6S4","https://images-eu.ssl-images-amazon.com/images/I/51nxUhpx8-L._AC_UL600_SR600,400_.jpg"
"#69","Nikai 32 Inch Standard Hd Led Tv | Model No Ntv3272Led6 Ntv3272Ledn","SAR 290.00","4.0","https://www.amazon.sa//-/en/Nikai-Standard-Model-Ntv3272Led6-Ntv3272Ledn/dp/B076THZ7Y2/ref=zg_bs_g_electronics_d_sccl_19/262-0166267-2854325?psc=1","B076THZ7Y2","https://images-eu.ssl-images-amazon.com/images/I/71yuDOdWABL._AC_UL600_SR600,400_.jpg"
"#70","Apple iPhone 15 Pro Max (256 GB) - Black Titanium","Price N/A","4.6","https://www.amazon.sa//-/en/Apple-iPhone-Pro-Max-256/dp/B0CHXRXN31/ref=zg_bs_g_electronics_d_sccl_20/262-0166267-2854325?psc=1","B0CHXRXN31","https://images-eu.ssl-images-amazon.com/images/I/71-m2Sc1r5L._AC_UL600_SR600,400_.jpg"
"#71","Anker PowerLine+ II Lightning Cable (6ft), MFi Certified for Flawless Compatibility with iPhone XS/XS Max/XR/X / 8/8 Plus / 7/7 Plus / 6/6 Plus / 5 / 5S and More(Black)","SAR 47.99","4.6","https://www.amazon.sa//-/en/Anker-PowerLine-Lightning-Certified-Compatibility/dp/B072JXXVP3/ref=zg_bs_g_electronics_d_sccl_21/262-0166267-2854325?psc=1","B072JXXVP3","https://images-eu.ssl-images-amazon.com/images/I/71kA0fIyCxL._AC_UL600_SR600,400_.jpg"
"#72","Fujifilm Instax Mini Film For Instax Mini 7 / 7S (10 Per Pack)","SAR 34.21","4.5","https://www.amazon.sa//-/en/Fujifilm-Instax-Mini-Film-Pack/dp/B0000AISMR/ref=zg_bs_g_electronics_d_sccl_22/262-0166267-2854325?psc=1","B0000AISMR","https://images-eu.ssl-images-amazon.com/images/I/519Kaxsoa+L._AC_UL600_SR600,400_.jpg"
"#73","JETech Privacy Screen Protector for Samsung Galaxy S23 Ultra 5G 6.8-Inch with Camera Lens Protector, Anti-Spy Flexible TPU Film, Fingerprint Unlock Compatible, 2-Pack Each","SAR 39.99","3.8","https://www.amazon.sa//-/en/JETech-Protector-6-8-Inch-Fingerprint-Compatible/dp/B0BR2B4N2T/ref=zg_bs_g_electronics_d_sccl_23/262-0166267-2854325?psc=1","B0BR2B4N2T","https://images-eu.ssl-images-amazon.com/images/I/71KjotZ5WiL._AC_UL600_SR600,400_.jpg"
